url_path,views_total,views_unique
/aws-samples/guardduty-to-sns-mail/blob/main/guardduty_eb/guardduty_eb_stack.py,8,5
/aws-samples/guardduty-to-sns-mail,2,2
/aws-samples/guardduty-to-sns-mail/tree/main/guardduty_eb,2,2
/aws-samples/guardduty-to-sns-mail/blob/main/app.py,1,1
/aws-samples/guardduty-to-sns-mail/tree/main/architecture,1,1
