url_path,views_total,views_unique
/aws-samples/guardduty-to-sns-mail/blob/main/guardduty-to-sns.yaml,7,1
/aws-samples/guardduty-to-sns-mail,4,4
/aws-samples/guardduty-to-sns-mail/tree/main,3,1
