url_path,views_total,views_unique
/aws-samples/guardduty-to-sns-mail/blob/main/CONTRIBUTING.md,2,1
/aws-samples/guardduty-to-sns-mail/tree/main/architecture,2,1
/aws-samples/guardduty-to-sns-mail,1,1
